nazik,kaba,ant
ast,üst,ant
zabit,subay,syn
güç,kuvvet,syn
masa,küvet,unrel
futbol,oyun,mer
il,bursa,hyp
esaret,özgürlük,ant
medeniyet,uygarlık,syn
yarıyıl,sömestri,syn
bilgisayar,kart,mer
sebze,maydanoz,hyp
nesir,düzyazı,syn
vaziyet,durum,syn
hasta,siroz,mer
ilk,son,ant
çağrı,davet,syn
spor,dağcılık,hyp
islak,kuru,ant
spor,basketbol,hyp
hayvan,turna,hyp
market,gömlek,unrel
bellek,hafıza,syn
çalışkan,tembel,ant
balık,bulut,unrel
spor,binicilik,hyp
güzel,çirkin,ant
ülke,bulgaristan,hyp
arzu,istek,syn
sap,kapak,unrel
zengin,varlıklı,syn
meyve,avokado,hyp
hekim,doktor,syn
varlıklı,zengin,syn
tedbir,önlem,syn
ziraat,tarım,syn
okul,vapur,unrel
insan,para,mer
surat,sima,syn
topuk,kapak,unrel
çocuk,diş,mer
meslek,eczacı,hyp
meslek,çömlekçi,hyp
camekan,vitrin,syn
il,kırklareli,hyp
özel,hususi,syn
asil,soylu,syn
gazete,tanin,hyp
nispet,oran,syn
hayvan,somon,hyp
tapınak,mabet,syn
futbol,bedel,mer
araba,televizyon,unrel
yaşam,hayat,syn
ülke,diyar,syn
meyve,bergamot,hyp
mahpushane,hapishane,syn
dolap,muhtar,unrel
hasta,bozukluk,mer
mutfak,ağız,unrel
hayvan,kuğu,hyp
cümle,tümce,syn
sabah,akşam,ant
deniz,kara,ant
geçmiş,gelecek,ant
ülke,nijerya,hyp
alet,havan,hyp
spor,beyzbol,hyp
kadın,çocuk,mer
cevap,yanıt,syn
başvuru,müracaat,syn
devlet,banka,mer
hasta,enfeksiyon,mer
evvel,önce,syn
kafa,baş,syn
idadi,lise,syn
bulut,devlet,unrel
sebze,karalahana,hyp
dünya,teknoloji,mer
yitik,kayıp,syn
rey,oy,syn
bulut,insan,unrel
gaye,amaç,syn
kapak,ev,unrel
spor,boks,hyp
donuk,mat,syn
içecek,limonata,hyp
hayvan,tavuk,hyp
mermi,düğme,unrel
içecek,gazoz,hyp
uygun,elverişsiz,ant
ebat,boyut,syn
bina,duvar,mer
kitap,kapak,mer
yemek,aş,syn
gazete,fotoğraf,mer
insan,mutfak,unrel
meslek,dişçi,hyp
çift,tek,ant
devlet,çıkar,mer
baytar,veteriner,syn
çılgın,deli,syn
kulak,il,unrel
mahsul,ürün,syn
ülke,izlanda,hyp
il,ığdır,hyp
türkiye,süreç,mer
eylem,fiil,syn
insan,yaşam,mer
ihtiyar,yaşlı,syn
ülke,malta,hyp
il,bitlis,hyp
kapak,kat,unrel
sebze,börülce,hyp
gazete,sınıf,unrel
küs,dargın,syn
meridyen,boylam,syn
aniden,birden,syn
spor,motosiklet,hyp
meyve,karayemiş,hyp
insan,kültür,mer
gazete,görüş,mer
meslek,muhasebeci,hyp
geri,art,syn
evet,hayır,ant
meslek,er,hyp
çoğunluk,ekseriyet,syn
il,denizli,hyp
yas,matem,syn
meslek,akademisyen,hyp
devamlı,sürekli,syn
küme,grup,syn
kirli,pis,syn
hasta,sorun,mer
bilgisayar,bağlantı,mer
devlet,hizmet,mer
nakit,para,syn
kadın,eğitim,mer
yüksek,alçak,ant
tabip,doktor,syn
kumaş,kol,unrel
içecek,şerbet,hyp
tekrar,yine,syn
perde,apartman,unrel
sebze,biber,hyp
ülke,bolivya,hyp
futbol,hata,mer
il,kars,hyp
etraf,çevre,syn
hayvan,fare,hyp
bitki,nebat,syn
tarif,tanım,syn
problem,sorun,syn
kadın,ilişki,mer
ihtiyaç,gereksinim,syn
muhtar,okul,unrel
bölüm,nehir,unrel
ülke,kazakistan,hyp
dal,asansör,unrel
zırnık,metelik,syn
meyve,muşmula,hyp
uzay,feza,syn
alet,matkap,hyp
denetim,kontrol,syn
bulut,karar,unrel
elbise,giysi,syn
fakir,zengin,ant
hasta,migren,mer
ülke,rusya,hyp
meslek,matematikçi,hyp
il,karabük,hyp
çocuk,rahatsızlık,mer
ülke,memleket,syn
devlet,rol,mer
hane,ev,syn
kalem,sigara,unrel
ülke,kktc,hyp
adale,kas,syn
ülke,hindistan,hyp
mahluk,yaratık,syn
gelenek,anane,syn
ülke,zambiya,hyp
ev,konut,syn
çekirdek,şişe,unrel
il,maraş,hyp
kitap,içerik,mer
mutfak,cep,unrel
seyrek,sık,ant
kadın,duygu,mer
gemi,bayrak,mer
devlet,kuruluş,mer
sinema,kıta,unrel
ampul,bahçe,unrel
mühim,önemli,syn
ülke,kore,hyp
üleş,pay,syn
spor,voleybol,hyp
dosya,delik,unrel
kafi,yeter,syn
anlatım,ifade,syn
kitap,son,mer
hayvan,pars,hyp
il,ankara,hyp
spor,hentbol,hyp
ülkü,ideal,syn
hayvan,sivrisinek,hyp
gazete,köşe,mer
pasif,edilgen,syn
mecmua,dergi,syn
sığ,derin,ant
siyah,kara,syn
sokak,gemi,unrel
şafak,tan,syn
ürem,faiz,syn
gökyüzü,sema,syn
türkiye,komisyon,mer
hayvan,ördek,hyp
köy,anahtar,unrel
kadın,tedavi,mer
delil,kanıt,syn
hayvan,kertenkele,hyp
muhtelif,çeşitli,syn
takım,moral,mer
oda,tırnak,unrel
hasta,akne,mer
spor,paten,hyp
bekâr,evli,ant
adalet,hak,syn
arka,ön,ant
kadın,yaşam,mer
meyve,üzüm,hyp
il,çankırı,hyp
garp,batı,syn
hayvan,lama,hyp
akıllı,aptal,ant
anten,çerçeve,unrel
gövde,beden,syn
dünya,din,mer
kadın,hamilelik,mer
ülke,karayip,hyp
cüzdan,burun,unrel
devlet,istihbarat,mer
yel,rüzgar,syn
televizyon,kavanoz,unrel
kıyı,ayak,unrel
devlet,anayasa,mer
açık,kapalı,ant
kilit,yönetmen,unrel
konut,ev,syn
fert,birey,syn
takım,destek,mer
allah,tanrı,syn
gazete,yaş,mer
şüphe,kuşku,syn
meyve,şeftali,hyp
galip,mağlup,ant
hayvan,penguen,hyp
gemi,köşk,mer
umut,ümit,syn
tren,şimendifer,syn
nadir,ender,syn
faktör,unsur,syn
yaşlı,ihtiyar,syn
us,akıl,syn
gazete,sayfa,mer
hayvan,uskumru,hyp
il,amasya,hyp
bilgisayar,saat,mer
hayvan,at,hyp
okul,içki,unrel
çocuk,özellik,mer
cerahat,irin,syn
akrep,bilgisayar,unrel
tören,merasim,syn
tanık,şahit,syn
meslek,nörolog,hyp
il,erzincan,hyp
kalem,bina,unrel
kedi,şirket,unrel
temel,esas,syn
meyve,mandalina,hyp
fikir,düşünce,syn
hayvan,koç,hyp
takım,kaleci,mer
deli,çılgın,syn
alet,televizyon,hyp
meslek,röntgen,hyp
dert,derman,ant
kadın,yaş,mer
okul,mektep,syn
çocuk,problem,mer
hayvan,örümcek,hyp
çocuk,güçlük,mer
futbol,şike,mer
celse,oturum,syn
zengin,fakir,ant
hayvan,serçe,hyp
duru,bulanık,ant
bilgisayar,bellek,mer
il,şırnak,hyp
cılız,sıska,syn
tencere,frekans,unrel
tercüme,çeviri,syn
çocuk,bozukluk,mer
art,arka,syn
kadın,hak,mer
yargıç,hakim,syn
darbe,vuruş,syn
yüz,kılçık,unrel
futbol,sakat,mer
merkep,eşek,syn
kabiliyet,yetenek,syn
dünya,savaş,mer
şahit,tanık,syn
alet,kama,hyp
öbek,grup,syn
ayakkabı,köpek,unrel
bilgisayar,yapı,mer
irak,uzak,syn
takım,başarı,mer
cam,düğme,unrel
bina,çevre,mer
buzdolabı,trafik,unrel
bozkır,step,syn
kadın,hikâye,mer
apartman,tütün,unrel
meyve,kavun,hyp
kuş,anten,unrel
alet,bıçak,hyp
düşünce,fikir,syn
benlik,kişilik,syn
gazete,yazı,mer
meslek,sosyolog,hyp
şehir,burun,unrel
bilgisayar,fiyat,mer
ziyan,zarar,syn
ülke,kosova,hyp
ülke,kolombiya,hyp
meslek,eğitim,hyp
ülke,türkiye,hyp
futbol,sıkıntı,mer
cimri,cömert,ant
ülke,litvanya,hyp
doğal,tabii,syn
ülke,kostarika,hyp
türkiye,çıkar,mer
spor,aerobik,hyp
gelecek,istikbal,syn
hayvan,fil,hyp
içecek,kanyak,hyp
seyirci,kulak,unrel
tiyatro,tütsü,unrel
noksan,eksik,syn
spor,triatlon,hyp
koli,yatak,unrel
insan,hikâye,mer
toprak,cam,unrel
ülke,japonya,hyp
insan,düşünce,mer
meslek,psikiyatr,hyp
yaprak,kafa,unrel
alet,tornavida,hyp
içecek,alkol,hyp
kuruluş,müessese,syn
hayvan,eşek,hyp
gazete,yayın,mer
ülke,grönland,hyp
ciddi,ağırbaşlı,syn
güven,itimat,syn
dost,düşman,ant
kol,tomurcuk,unrel
doruk,zirve,syn
kitap,özet,mer
çocuk,eksik,mer
ülke,afganistan,hyp
kadın,kanser,mer
cihaz,aygıt,syn
iyi,kötü,ant
güney,cenup,syn
il,eskişehir,hyp
gramer,dilbilgisi,syn
tepsi,tiyatro,unrel
ülke,danimarka,hyp
içecek,kahve,hyp
